,title,author,publisher,description,Amazon_url,times_listed,first_date_listed,last_date_listed,weeks_on_list,worst_rank,best_rank,Amazon_reviews,Amazon_rating,NYT_price,Amazon_price,Amazon_price_as%_NYT_price
1642,THE MEASURE OF THE MAGIC,Terry Brooks,Del Rey/Ballantine,"With the land on edge, Panterra is destined to confront a menace who seeks to claim the last black staff.",http://www.amazon.com/The-Measure-Magic-Shannara-Pre-Shannara/dp/0345484207?tag=NYTBS-20,3,2011-09-11,2011-09-25,2,3,15,317.0,4.5,27.0,24.09,89.22
1643,THE MERCEDES COFFIN,Faye Kellerman,Morrow,Decker and Lazarus investigate cases of murder victims found in Mercedes-Benz trunks.,http://www.amazon.com/The-Mercedes-Coffin-Decker-Lazarus/dp/0061227374?tag=NYTBS-20,3,2008-08-31,2008-09-14,3,8,11,143.0,3.6,25.95,9.99,38.5
1644,THE MIME ORDER,Samantha Shannon,Bloomsbury,The second in a seven-part fantasy series; a sequel to “The Bone Season.”,http://www.amazon.com/The-Mime-Order-Bone-Season/dp/1620408937?tag=NYTBS-20,1,2015-02-15,2015-02-15,1,11,11,,4.5,0.0,20.3,inf
1645,THE MINIATURIST,Jessie Burton,Ecco,,http://www.amazon.com/The-Miniaturist-Novel-Jessie-Burton/dp/0062306812?tag=NYTBS-20,1,2014-09-14,2014-09-14,0,19,19,1303.0,3.9,0.0,,
1646,THE MINOR ADJUSTMENT BEAUTY SALON,Alexander McCall Smith,Pantheon,The 14th installment of the No. 1 Ladies’ Detective Agency series.,http://www.amazon.com/The-Minor-Adjustment-Beauty-Salon/dp/0307378411?tag=NYTBS-20,3,2013-11-24,2013-12-08,1,5,17,1193.0,,0.0,16.95,inf
1647,THE MISTLETOE INN,Richard Paul Evans,Simon & Schuster,An aspiring romance writer with a broken heart meets a complicated man at a Christmas writers’ retreat.,http://www.amazon.com/The-Mistletoe-Inn-Novel-Collection/dp/1501119796?tag=NYTBS-20,2,2015-12-06,2015-12-13,2,9,14,,4.6,0.0,,
1648,THE MONOGRAM MURDERS,Sophie Hannah,Morrow/HarperCollins,A mystery featuring Agatha Christie's detective Hercule Poirot.,http://www.amazon.com/The-Monogram-Murders-Hercule-Mysteries/dp/006229721X?tag=NYTBS-20,3,2014-09-28,2014-10-12,2,19,13,917.0,3.3,0.0,10.99,inf
1649,THE MURDER HOUSE,James Patterson and David Ellis,"Little, Brown","When bodies are found at a Hamptons estate where a series of grisly murders once occurred, a local detective and former New York City cop investigates.",http://www.amazon.com/The-Murder-House-James-Patterson-ebook/dp/B00QQQL8JY?tag=NYTBS-20,6,2015-10-18,2015-11-22,6,7,1,2656.0,4.5,0.0,9.99,inf
1650,THE MURDER OF MARY RUSSELL,Laurie R King,Bantam,"In the 15th Mary Russell novel, the focus is on Clara, the housekeeper for Russell and her husband, Sherlock Holmes, who is not who she appears to be.",http://www.amazon.com/The-Murder-Mary-Russell-featuring-ebook/dp/B00UEL0KV4?tag=NYTBS-20,1,2016-04-24,2016-04-24,1,14,14,619.0,4.5,0.0,11.99,inf
1651,THE MURDERER'S DAUGHTER,Jonathan Kellerman,Ballantine,A Los Angeles psychotherapist is surprised when a brief hookup shows up as a patient — and even more surprised when he is murdered.,http://www.amazon.com/The-Murderers-Daughter-A-Novel-ebook/dp/B00MZWA65K?tag=NYTBS-20,2,2015-09-06,2015-09-13,2,7,16,,,0.0,,
1652,THE MUSEUM OF EXTRAORDINARY THINGS,Alice Hoffman,Scribner,A romance featuring the daughter of the owner of a Coney Island freak show and an immigrant photographer in early-20th-century New York.,http://www.amazon.com/The-Museum-Extraordinary-Things-Novel/dp/1451693567?tag=NYTBS-20,3,2014-03-09,2014-03-23,2,18,14,1232.0,4.2,0.0,12.99,inf
1653,THE NARROW ROAD TO THE DEEP NORTH,Richard Flanagan,Knopf,"The hero of the Man Booker Prize-winning novel about love, good and evil is a P.O.W. working on the Thai-Burma Death Railway during World War II.",http://www.amazon.com/The-Narrow-Road-Deep-North/dp/0385352859?tag=NYTBS-20,3,2014-11-02,2014-11-30,1,19,10,1803.0,4.3,0.0,11.99,inf
1654,THE NATURE OF THE BEAST,Louise Penny,Minotaur,"Retired from the Sûreté du Québec to the village of Three Pines, Armand Gamache is faced with the murder of a troublesome 9-year-old boy in the 11th book in this series.",http://www.amazon.com/The-Nature-Beast-Inspector-Gamache/dp/1250022088?tag=NYTBS-20,5,2015-09-13,2015-10-11,3,3,10,2285.0,4.6,0.0,9.99,inf
1655,THE NEIGHBOR,Lisa Gardner,Bantam,There are many suspects when a pretty teacher disappears.,http://www.amazon.com/The-Neighbor-Detective-Warren-Novel-ebook/dp/B001NLL8JC?tag=NYTBS-20,3,2009-07-05,2009-07-19,2,9,16,677.0,,25.0,,
1656,THE NEST,Cynthia D'Aprix Sweeney,Ecco/HarperCollins,Siblings in a dysfunctional New York family must grapple with a reduced inheritance.,http://www.amazon.com/The-Nest-Cynthia-DAprix-Sweeney-ebook/dp/B010LU8V8Q?tag=NYTBS-20,21,2016-04-10,2016-08-28,9,6,10,3093.0,3.5,0.0,11.99,inf
1657,THE NEXT BEST THING,Jennifer Weiner,Atria,"A young woman who moves to Hollywood to make it in television finds success, but her life remains complicated.",http://www.amazon.com/The-Next-Best-Thing-Novel-ebook/dp/B0061NT77C?tag=NYTBS-20,5,2012-07-22,2012-08-19,4,9,14,481.0,3.6,26.99,11.99,44.42
1658,THE NIGHT CIRCUS,Erin Morgenstern,Doubleday,Two young rivals at a magical circus become collaborators as they fall in love.,http://www.amazon.com/The-Night-Circus-Erin-Morgenstern/dp/0307744434?tag=NYTBS-20,15,2011-10-02,2012-01-08,7,6,11,6593.0,4.4,26.95,9.99,37.07
1659,THE NIGHT ETERNAL,Guillermo del Toro and Chuck Hogan,Morrow/HarperCollins,A small band fights the vampire who unleashed a devastating virus; the final volume of the Strain trilogy.,http://www.amazon.com/The-Night-Eternal-Strain-Trilogy-ebook/dp/B004YW4LNM?tag=NYTBS-20,1,2011-11-13,2011-11-13,1,7,7,,,26.99,,
1660,THE NIGHT SEASON,Chelsea Cain,Minotaur,,http://www.amazon.com/The-Night-Season-Chelsea-Cain/dp/0312619766?tag=NYTBS-20,1,2011-03-20,2011-03-20,0,19,19,184.0,4.1,0.0,14.99,inf
1661,THE NIGHT STRANGERS,Christopher Bohjalian,Crown,,http://www.amazon.com/The-Night-Strangers-A-Novel/dp/0307394999?tag=NYTBS-20,1,2011-10-23,2011-10-23,0,20,20,321.0,3.2,0.0,12.99,inf
1662,THE NIGHTINGALE,Kristin Hannah,St. Martin’s,"Two sisters in World War II France: one struggling to survive in the countryside, the other joining the Resistance.",http://www.amazon.com/The-Nightingale-Kristin-Hannah/dp/0312577222?tag=NYTBS-20,87,2015-02-22,2017-01-01,9,9,10,38015.0,4.8,0.0,9.99,inf
1663,THE NOISE OF TIME,Julian Barnes,Knopf,,http://www.amazon.com/The-Noise-Time-A-novel/dp/1101947241?tag=NYTBS-20,1,2016-05-29,2016-05-29,0,20,20,210.0,,0.0,16.77,inf
1664,THE OBSESSION,Nora Roberts,Berkley,A woman is haunted by her father’s crimes as she tries to pursue love and her work as a photographer.,http://www.amazon.com/The-Obsession-Nora-Roberts/dp/0399175164?tag=NYTBS-20,5,2016-05-01,2016-05-29,5,9,1,6401.0,4.7,0.0,7.99,inf
1665,THE OCEAN AT THE END OF THE LANE,Neil Gaiman,Morrow/HarperCollins,"A middle-aged man recalls his lonely boyhood in Sussex, England, and his friendship with a remarkable girl.",http://www.amazon.com/The-Ocean-End-Lane-Novel/dp/0062255665?tag=NYTBS-20,13,2013-07-07,2013-09-29,9,9,1,5204.0,4.3,0.0,11.49,inf
1666,THE OCTOBER LIST,Jeffery Deaver,Grand Central,A woman innocently finds herself in possession of a list that makes her the target of ruthless criminals. ,http://www.amazon.com/The-October-List-Jeffery-Deaver-ebook/dp/B00BEK71XO?tag=NYTBS-20,1,2013-10-20,2013-10-20,1,14,14,,3.0,0.0,,
1667,THE OMEN MACHINE,Terry Goodkind,Tor/Tom Doherty,"What happens in Richard and Kahlan's world once the great war has ended; part of the""Sword of Truth"" fantasy series.",http://www.amazon.com/The-Omen-Machine-Sword-Truth-ebook/dp/B004DNW65W?tag=NYTBS-20,4,2011-09-04,2011-09-25,3,4,1,865.0,3.9,29.99,9.99,33.31
1668,THE ONE AND ONLY,Emily Giffin,Ballantine,"A woman who has grown up and made her life in a small, football-obsessed Texas town begins to expand her horizons. ",http://www.amazon.com/The-One-Only-A-Novel-ebook/dp/B00F1W0DF4?tag=NYTBS-20,7,2014-06-08,2014-07-20,6,8,1,2515.0,3.4,0.0,11.99,inf
1669,THE OPHELIA CUT,John Lescroart,Atria,"Dismas Hardy must defend his brother-in-law, who is accused of killing his daughter’s rapist.",http://www.amazon.com/The-Ophelia-Cut-A-Novel/dp/1476709157?tag=NYTBS-20,1,2013-05-26,2013-05-26,1,16,16,517.0,4.0,0.0,12.99,inf
1670,THE ORPHAN MASTER’S SON,Adam Johnson,Random House,"In a series of picaresque adventures, a young North Korean navigates the country’s repressive hierarchy; a 2013 Pulitzer Prize winner.",http://www.amazon.com/The-Orphan-Masters-Son-Pulitzer/dp/0812992792?tag=NYTBS-20,2,2012-02-19,2012-02-26,1,18,15,3106.0,4.2,26.0,19.02,73.15
1671,THE OTHER QUEEN,Philippa Gregory,Touchstone,"The story of Mary, Queen of Scots, in captivity under Queen Elizabeth.",http://www.amazon.com/The-Other-Queen-Philippa-Gregory/dp/1416549145?tag=NYTBS-20,6,2008-10-05,2008-11-09,6,7,10,394.0,3.8,25.95,12.99,50.06
1672,THE OUTLAWS,W E B Griffin and William E Butterworth IV,Putnam,Charley Castillo investigates a deadly biohazard that he thought had been destroyed.,http://www.amazon.com/The-Outlaws-Presidential-Agent-Novel/dp/0399156836?tag=NYTBS-20,4,2011-01-16,2011-02-06,4,6,12,336.0,3.9,27.95,9.99,35.74
1673,THE OVERTON WINDOW,Glenn Beck,Threshold Editions/Mercury Radio Arts,A public relations executive and the woman he loves fight to expose a conspiracy to transform America.,http://www.amazon.com/The-Overton-Window-Glenn-Beck/dp/1451625286?tag=NYTBS-20,10,2010-07-04,2010-09-12,7,9,1,976.0,4.4,26.0,8.99,34.58
1674,THE PAGAN LORD,Bernard Cornwell,Harper,The fate of the English nation is at stake as the Saxon kingdom battles the Danes in the early 10th century.,http://www.amazon.com/The-Pagan-Lord-Saxon-Tales-ebook/dp/B00DB32RH2?tag=NYTBS-20,1,2014-01-26,2014-01-26,1,7,7,,,0.0,,
1675,THE PANTHER,Nelson DeMille,Grand Central,"The anti-terrorist task force agent John Corey and his wife, an F.B.I. agent, pursue a high-ranking Qaeda operative.",http://www.amazon.com/The-Panther-John-Corey-Book/dp/0446699616?tag=NYTBS-20,7,2012-11-04,2012-12-16,6,9,1,,,27.99,,
1676,THE PARIS VENDETTA,Steve Berry,Ballantine,The former Justice Department operative Cotton Malone searches for Napoleon’s lost treasure as he battles a cabal of multimillionaires manipulating the global economy.,http://www.amazon.com/The-Paris-Vendetta-A-Novel/dp/0345505476?tag=NYTBS-20,2,2009-12-20,2009-12-27,1,9,19,285.0,4.2,26.0,6.69,25.73
1677,THE PARIS WIFE,Paula McLain,Ballantine,"Hadley Richardson comes into her own as Ernest Hemingway’s long-suffering first wife in this novel, set in Paris.",http://www.amazon.com/The-Paris-Wife-A-Novel-ebook/dp/B004DEPELY?tag=NYTBS-20,52,2011-03-13,2012-05-20,9,9,10,3109.0,4.3,25.0,11.99,47.96
1678,THE PARTICULAR SADNESS OF LEMON CAKE,Aimee Bender,Doubleday,A girl has insights into other people’s secret emotions.,http://www.amazon.com/The-Particular-Sadness-Lemon-Cake/dp/0385720963?tag=NYTBS-20,4,2010-06-20,2010-07-25,1,19,15,557.0,3.3,25.95,7.99,30.79
1679,THE PASSAGE,Justin Cronin,Ballantine,"Over a hundred years in the future, a small group resists vampires who have taken over North America.",http://www.amazon.com/The-Passage-Novel-Book-Trilogy/dp/0345504976?tag=NYTBS-20,10,2010-06-27,2010-09-12,8,7,11,4050.0,4.2,27.0,9.99,37.0
1680,THE PAYING GUESTS,Sarah Waters,Riverhead,"In London in 1922, a widow and her daughter take in tenants who upend their lives. ",http://www.amazon.com/The-Paying-Guests-Sarah-Waters-ebook/dp/B00INIQUOQ?tag=NYTBS-20,5,2014-10-05,2014-11-02,5,9,12,2005.0,3.5,0.0,11.99,inf
1681,THE PEACH KEEPER,Sarah Addison Allen,Bantam,"Two women are thrust into an unlikely friendship when one of them restores a formerly grand Southern home, with plans to open an inn.",http://www.amazon.com/The-Peach-Keeper-A-Novel-ebook/dp/B004HFRJQC?tag=NYTBS-20,1,2011-04-10,2011-04-10,1,11,11,683.0,4.3,25.0,,
1682,THE PERFECT CHRISTMAS,Debbie Macomber,Mira,"A matchmaker assigns Cassie Beaumont three tasks before revealing her perfect mate; includes the 1998 story ""Can This Be Christmas?""",http://www.amazon.com/The-Perfect-Christmas-Debbie-Macomber-ebook/dp/B005JSK3BY?tag=NYTBS-20,2,2009-10-18,2009-10-25,1,7,17,403.0,,16.95,,
1683,THE PERIPHERAL,William Gibson,Putnam,"A woman in the rural South, later in our century, witnesses a murder as part of a video game and is drawn into a power struggle in the further-off future.",http://www.amazon.com/The-Peripheral-William-Gibson/dp/0399158448?tag=NYTBS-20,2,2014-11-16,2014-11-23,1,9,17,829.0,,0.0,,
1684,THE PHARAOH'S SECRET,Clive Cussler and Graham Brown,Putnam,"When the NUMA crew is exposed to a dangerous toxin, Kurt Austin and Joe Zavala rush to find a cure foretold by ancient Egyptian lore.",http://www.amazon.com/The-Pharaohs-Secret-NUMA-Files/dp/0399174117?tag=NYTBS-20,3,2015-12-06,2015-12-20,2,8,13,834.0,4.5,0.0,9.99,inf
1685,THE PHYSICK BOOK OF DELIVERANCE DANE,Katherine Howe,Voice,A graduate student is caught up in her research on a healer accused of witchcraft in Salem.,http://www.amazon.com/The-Physick-Book-Deliverance-Dane/dp/1401340903?tag=NYTBS-20,7,2009-06-28,2009-08-09,5,8,10,570.0,4.1,25.99,9.99,38.44
1686,THE PIANO TEACHER,Janice Y K Lee,Viking,An Englishwoman in 1950s Hong Kong discovers devastating secrets from the years of the Japanese occupation.,http://www.amazon.com/The-Piano-Teacher-A-Novel/dp/0143116533?tag=NYTBS-20,3,2009-02-01,2009-02-15,2,17,11,259.0,3.7,25.95,7.79,30.02
1687,THE PIRATE KING,R A Salvatore,Wizards of the Coast,"In Book 2 of the Transitions fantasy series, Drizzt returns to Luskan, a city dominated by dangerous ­pirates.",http://www.amazon.com/The-Pirate-King-Forgotten-Realms/dp/0786949643?tag=NYTBS-20,3,2008-10-26,2008-11-09,2,8,19,200.0,4.1,27.95,7.99,28.59
1688,THE POLARIS PROTOCOL,Brad Taylor,Dutton,"Taskforce operators Pike Logan and Jennifer Cahill go up against a Mexican drug cartel, and uncover a plot much more insidious than drug trafficking.",http://www.amazon.com/The-Polaris-Protocol-Pike-Logan/dp/0525953973?tag=NYTBS-20,1,2014-02-02,2014-02-02,0,19,19,526.0,4.4,0.0,9.99,inf
1689,THE POSTCARD KILLERS,James Patterson and Liza Marklund,"Little, Brown","An N.Y.P.D. detective joins a Swedish reporter in a search for the killer of young couples in Europe, including his daughter and her boyfriend.",http://www.amazon.com/The-Postcard-Killers-James-Patterson/dp/145550663X?tag=NYTBS-20,7,2010-09-05,2010-10-17,6,7,1,425.0,3.9,27.99,9.99,35.69
1690,THE POSTMISTRESS,Sarah Blake,Amy Einhorn/Putnam,"A tale of two worlds and two women delivering the news in 1940: Iris James, a spinster who runs the post office in a coastal Massachusetts town, and Frankie Bard, a reporter in London with Edward R. Murrow.",http://www.amazon.com/The-Postmistress-Sarah-Blake/dp/0399156194?tag=NYTBS-20,8,2010-02-28,2010-04-18,4,8,10,536.0,3.7,25.95,9.99,38.5
1691,THE POWER TRIP,Jackie Collins,St. Martin's,"Wealthy, famous and decadent characters gather on a luxury yacht off the coast of Cabo San Lucas. ",http://www.amazon.com/The-Power-Trip-Jackie-Collins-ebook/dp/B008BU70AO?tag=NYTBS-20,2,2013-03-03,2013-03-10,2,16,13,543.0,4.3,27.99,7.99,28.55
1692,THE PRAGUE CEMETERY,Umberto Eco,Houghton Mifflin Harcourt,A novel based on the twisted history of “The Protocols of the Elders of Zion.”,http://www.amazon.com/The-Prague-Cemetery-Umberto-Eco/dp/0547577532?tag=NYTBS-20,2,2011-11-27,2011-12-04,1,18,10,335.0,3.3,27.0,9.99,37.0
1693,THE PRIEST'S GRAVEYARD,Ted Dekker,Center Street,A priest and a young woman cross paths as they seek to bring a powerful man to justice.,http://www.amazon.com/The-Priests-Graveyard-Ted-Dekker-ebook/dp/B00499BTQW?tag=NYTBS-20,1,2011-05-08,2011-05-08,1,9,9,300.0,,24.99,,
1694,THE PRISONER OF HEAVEN,Carlos Ruiz Zafon,Harper/HarperCollins,"In 1950s Barcelona, two friends pursue a  secret from the early days of Franco’s dictatorship.",http://www.amazon.com/The-Prisoner-Heaven-A-Novel/dp/0062206281?tag=NYTBS-20,2,2012-07-29,2012-08-05,1,9,20,482.0,4.3,25.99,11.99,46.13
1695,THE PROFESSIONAL,Robert B Parker,Putnam,"Women are turning up dead, and the Boston P.I. Spenser investigates.",http://www.amazon.com/The-Professional-Robert-B-Parker/dp/0399155945?tag=NYTBS-20,4,2009-10-25,2009-11-15,3,4,10,246.0,4.1,26.95,9.99,37.07
1696,THE PROMISE,Robert Crais,Putnam,"The Los Angeles P.I. Elvis Cole joins forces with the K-9 officer Scott James of the L.A.P.D. and his German shepherd, Maggie, as well as his partner, Joe Pike, to foil a criminal mastermind.",http://www.amazon.com/The-Promise-Elvis-Cole-Novel/dp/039916149X?tag=NYTBS-20,2,2015-11-29,2015-12-06,1,7,18,1466.0,4.5,0.0,9.99,inf
1697,THE QUEST,Nelson DeMille,Center Street,Two journalists join an elderly priest who has recently escaped from an Ethiopian jail in a search for a holy relic.,http://www.amazon.com/The-Quest-Novel-Nelson-DeMille/dp/1455576425?tag=NYTBS-20,6,2013-10-06,2013-11-10,5,6,12,1473.0,3.2,0.0,9.99,inf
1698,THE QUILTER'S KITCHEN,Jennifer Chiaverini,Simon & Schuster,,http://www.amazon.com/The-Quilters-Kitchen-Quilts-Recipes/dp/1416583297?tag=NYTBS-20,1,2008-10-26,2008-10-26,0,18,18,218.0,3.6,0.0,10.99,inf
1699,THE RACE,Clive Cussler and Justin Scott,Putnam,It is 1910 and the age of flying machines is still in its infancy. Detective Isaac Bell’s new adventure is taking off.,http://www.amazon.com/The-Race-Isaac-Bell-Adventure/dp/042525044X?tag=NYTBS-20,4,2011-09-25,2011-10-16,4,6,10,472.0,4.4,27.95,8.89,31.81
1700,THE ART OF RACING IN THE RAIN,Garth Stein,Harper,"An insightful Lab-terrier mix helps his owner, a struggling race car driver.",http://www.amazon.com/The-Racing-Rain-Garth-Stein-ebook/dp/B0017SWPXY?tag=NYTBS-20,11,2008-06-08,2008-08-31,5,20,13,8318.0,4.7,23.95,11.99,50.06
1701,THE RACKETEER,John Grisham,Doubleday,"Malcolm Bannister, an imprisoned ex-lawyer, knows who murdered a federal judge. And he concocts a scheme to exchange this information for his freedom.",http://www.amazon.com/The-Racketeer-Novel-John-Grisham/dp/0345545338?tag=NYTBS-20,19,2012-11-11,2013-03-17,9,9,1,11081.0,4.2,28.95,9.99,34.51
1702,THE RED GARDEN,Alice Hoffman,Crown,A mysterious garden offers the key to understanding a small Massachusetts town through 300 years of passionate history.,http://www.amazon.com/The-Red-Garden-Alice-Hoffman/dp/0307393879?tag=NYTBS-20,3,2011-02-13,2011-02-27,2,18,13,528.0,4.1,25.0,14.65,58.6
1703,THE RED QUEEN,Philippa Gregory,Touchstone/Simon & Schuster,More intrigue during the War of the Roses; by the author of “The Other Boleyn Girl.”,http://www.amazon.com/The-Red-Queen-Novel-Cousins-ebook/dp/B003LL3KQQ?tag=NYTBS-20,6,2010-08-22,2010-09-26,5,8,12,788.0,4.3,25.99,,
1704,THE REDEEMER,Jo Nesbø,Knopf,"Harry Hole, a maverick detective in the Oslo Police Department, travels to the former Yugoslavia to investigate a Christmastime murder on an Oslo street. ",http://www.amazon.com/The-Redeemer-Harry-Hole-Nesbo/dp/0307595854?tag=NYTBS-20,2,2013-06-09,2013-06-16,1,17,12,760.0,4.5,0.0,8.98,inf
1705,THE REMBRANDT AFFAIR,Daniel Silva,Putnam,The art restorer and assassin Gabriel Allon discovers that there are deadly secrets behind a stolen painting.,http://www.amazon.com/The-Rembrandt-Affair-Gabriel-Allon/dp/0451233999?tag=NYTBS-20,7,2010-08-08,2010-09-19,6,8,1,1061.0,4.6,26.95,9.99,37.07
1706,THE REPUBLIC OF THIEVES,Scott Lynch,Del Rey,,http://www.amazon.com/The-Republic-Thieves-Gentleman-Bastards/dp/0553804693?tag=NYTBS-20,1,2013-10-27,2013-10-27,0,17,17,,4.3,0.0,,
1707,THE RETURNED,Jason Mott,Harlequin Mira,"An elderly couple in North Carolina are stunned by the reappearance of their son, who died in 1966, one of the many returned who are showing up around the world. ",http://www.amazon.com/The-Returned-Jason-Mott/dp/0778315339?tag=NYTBS-20,2,2013-09-15,2013-09-22,1,19,16,791.0,3.8,0.0,3.49,inf
1708,THE REVERSAL,Michael Connelly,"Little, Brown",The defense lawyer Mickey Haller and the L.A.P.D. detective Harry Bosch join forces against a child-killer.,http://www.amazon.com/The-Reversal-Lincoln-Lawyer-Novel/dp/0316069485?tag=NYTBS-20,6,2010-10-24,2010-11-28,4,7,1,1418.0,4.4,27.99,2.71,9.68
1709,THE RISK AGENT,Ridley Pearson,Putnam,,http://www.amazon.com/The-Risk-Agent-Ridley-Pearson/dp/0399158839?tag=NYTBS-20,1,2012-07-08,2012-07-08,0,17,17,109.0,3.6,0.0,,
1710,THE ROAD TO GRACE,Richard Paul Evans,Simon & Schuster,The continuing story of an ad executive who loses everything and embarks on a walk from Seattle to Key West; a sequel to “The Walk” and “Miles to Go.”,http://www.amazon.com/The-Road-Grace-Walk-ebook/dp/B005GG0MI8?tag=NYTBS-20,4,2012-05-27,2012-06-17,4,4,12,785.0,4.8,19.99,10.99,54.98
1711,THE ROPE,Nevada Barr,Minotaur,"In the 17th Anna Pigeon mystery, Barr returns to 1995 to explore the dramatic circumstances that explain why this National Park Service ranger decided to go into law enforcement.",http://www.amazon.com/The-Rope-Pigeon-Novel-Mysteries-ebook/dp/B005QNJD54?tag=NYTBS-20,2,2012-02-05,2012-02-12,2,9,16,,,25.99,,
1712,THE ROSIE EFFECT,Graeme Simsion,Simon & Schuster,"In a sequel to “The Rosie Project,” a genetics professor with Asperger’s syndrome must cope when his unconventional wife, Rosie, becomes pregnant.",http://www.amazon.com/The-Rosie-Effect-A-Novel/dp/1476767319?tag=NYTBS-20,1,2015-01-18,2015-01-18,1,16,16,,,0.0,19.87,inf
1713,THE ROUND HOUSE,Louise Erdrich,Harper/HarperCollins,"On an Ojibwe reservation in North Dakota in 1988, a 13-year-old boy and his father try to discover who is responsible for his mother’s devastating rape.",http://www.amazon.com/The-Round-House-Louise-Erdrich-ebook/dp/B007HC3UF6?tag=NYTBS-20,17,2012-10-21,2013-02-24,9,19,12,3137.0,4.3,27.99,11.99,42.84
1714,THE RULE OF NINE,Steve Martini,Morrow/HarperCollins,"The lawyer Paul Madriani pursues the hired assassin Liquida, who is out for revenge, while a terrorist plots an attack on the United States.",http://www.amazon.com/The-Rule-Nine-Madriani-Novels/dp/0061930210?tag=NYTBS-20,1,2010-06-20,2010-06-20,1,15,15,169.0,3.7,26.99,11.75,43.53
1715,THE RUMOR,Elin Hilderbrand,"Little, Brown",Two friends on Nantucket must deal with damaging gossip about themselves and their husbands.,http://www.amazon.com/The-Rumor-Novel-Elin-Hilderbrand-ebook/dp/B00O7X61S6?tag=NYTBS-20,8,2015-07-05,2015-08-23,8,9,11,1821.0,4.1,0.0,7.99,inf
1716,THE SANDCASTLE GIRLS,Chris Bohjalian,Doubleday,A woman of Armenian descent pursues her family’s history and explores a World War I romance — and a secret.,http://www.amazon.com/The-Sandcastle-Girls-Vintage-Contemporaries/dp/0307743918?tag=NYTBS-20,3,2012-08-05,2012-08-19,3,7,13,1020.0,,25.95,13.89,53.53
1717,THE SANTANGELOS,Jackie Collins,St. Martin's,,http://www.amazon.com/The-Santangelos-Novel-Jackie-Collins-ebook/dp/B00Q20YECW?tag=NYTBS-20,2,2015-07-05,2015-07-12,0,19,18,,,0.0,,
1718,THE SATURDAY BIG TENT WEDDING PARTY,Alexander McCall Smith,Pantheon,The 12th novel in the No. 1 Ladies’ Detective Agency series.,http://www.amazon.com/The-Saturday-Tent-Wedding-Party/dp/0307472981?tag=NYTBS-20,5,2011-04-10,2011-05-15,3,9,14,486.0,4.6,24.95,9.99,40.04
1719,THE SCAM,Janet Evanovich and Lee Goldberg,Bantam,"The F.B.I. agent Kate O’Hare and her con man partner, Nicholas Fox, pose as gamblers in order to bring down a casino magnate involved in money laundering.",http://www.amazon.com/The-Scam-Fox-OHare-Novel/dp/0345543165?tag=NYTBS-20,2,2015-10-04,2015-10-11,2,12,10,976.0,4.6,0.0,12.4,inf
1720,THE SCARECROW,Michael Connelly,"Little, Brown",A Los Angeles Times reporter tracks a devious killer.,http://www.amazon.com/The-Scarecrow-Michael-Connelly/dp/0316166308?tag=NYTBS-20,6,2009-06-14,2009-07-19,6,6,1,659.0,4.4,27.99,9.99,35.69
1721,THE SCARLET GOSPELS,Clive Barker,St. Martin's,"Harry D’Amour, the detective of the supernatural from Barker’s Books of Blood, faces off against Pinhead, the sadistic Cenobite from the Hellraiser series.",http://www.amazon.com/The-Scarlet-Gospels-Clive-Barker/dp/1250055806?tag=NYTBS-20,1,2015-06-07,2015-06-07,1,9,9,,3.6,0.0,,
1722,THE SCARPETTA FACTOR,Patricia Cornwell,Putnam,Apparent threats on Kay Scarpetta’s life make her hesitate when a TV producer wants her to star in a show.,http://www.amazon.com/The-Scarpetta-Factor-Novel/dp/B003UHUBDG?tag=NYTBS-20,10,2009-11-08,2010-01-17,6,9,11,1216.0,3.8,27.95,9.99,35.74
1723,THE SCENT OF RAIN AND LIGHTNING,Nancy Pickard,Ballantine,,http://www.amazon.com/The-Scent-Rain-Lightning-Novel-ebook/dp/B0036S4AC2?tag=NYTBS-20,1,2010-05-23,2010-05-23,0,19,19,266.0,4.3,0.0,,
1724,THE SCOTTISH PRISONER,Diana Gabaldon,Delacorte,"Jamie Fraser, a paroled Jacobite prisoner, and Lord John Grey collaborate uneasily on a mission to Ireland.",http://www.amazon.com/The-Scottish-Prisoner-Novel-Lord/dp/0385337515?tag=NYTBS-20,3,2011-12-18,2012-01-01,2,8,12,1098.0,4.6,28.0,7.99,28.54
1725,THE SCOURGE OF GOD,S M Stirling,Roc,,http://www.amazon.com/The-Scourge-God-Change-Series/dp/0451462289?tag=NYTBS-20,2,2008-09-21,2008-09-28,0,19,19,119.0,4.1,0.0,8.99,inf
1726,THE SEARCH,Nora Roberts,Putnam,"The only survivor of a serial killer has found peace, but her life is shaken by a new man and a copycat murderer.",http://www.amazon.com/The-Search-Nora-Roberts/dp/0515149489?tag=NYTBS-20,6,2010-07-25,2010-08-29,6,9,1,1249.0,4.6,26.95,7.19,26.68
1727,SECOND OPINION,Michael Palmer,St. Martin’s,A Boston doctor is the target of a plot that begins with a staged hit-and-run accident that nearly kills him.,http://www.amazon.com/The-Second-Opinion-Michael-Palmer/dp/0312343558?tag=NYTBS-20,1,2009-03-08,2009-03-08,0,19,19,111.0,4.3,0.0,3.95,inf
1728,THE SECRET CHORD,Geraldine Brooks,Viking,A novel about the life of the biblical King David.,http://www.amazon.com/The-Secret-Chord-A-Novel/dp/0670025771?tag=NYTBS-20,2,2015-10-25,2015-11-01,1,19,12,,,0.0,,
